SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
1,0.054147293,64,0,0.008062484,3968.0,3,0,0,0,0.0
1,0.884905755,66,0,0.710209856,4240.0,9,0,2,0,2.0
1,0.0,45,0,0.08823132,7400.0,10,0,0,0,0.0
1,0.05300399,45,1,0.3868186870000001,7191.0,14,0,3,0,2.0
1,0.049326043,45,0,0.3911374179999999,6250.0,11,0,1,0,0.0
0,0.9999999,48,0,0.211489426,6666.0,2,1,1,1,2.0
1,0.112772753,63,0,0.230119992,9833.0,6,0,1,0,1.0
0,0.0447119859999999,46,0,0.430632121,10883.0,10,0,2,0,0.0
1,0.479483769,58,0,0.317718606,6083.0,9,0,2,0,0.0
1,0.3675748679999999,67,0,0.359468822,8659.0,11,0,1,0,0.0
1,0.054368204,46,0,0.227567455,4780.0,6,0,0,0,1.0
1,0.278588454,44,0,0.5621094729999999,4000.0,8,0,2,0,3.0
1,0.00686698,58,0,0.074315515,2300.0,8,0,0,0,0.0
1,0.018560884,68,0,0.1099862519999999,8000.0,11,0,0,0,0.0
1,0.062433351,62,0,0.4079660029999999,12000.0,15,0,1,0,1.0
1,0.5064143210000001,36,0,0.5854829029999999,5000.0,9,0,2,0,0.0
1,0.1889317989999999,53,2,0.13568198,4200.0,18,0,0,0,2.0
1,0.13149019,81,0,0.417080886,2212.0,9,0,3,0,0.0
1,0.439277374,32,0,0.501469148,4083.0,7,0,1,0,2.0
1,0.007243125,86,1,0.000685166,2918.0,4,0,0,0,0.0
1,0.246677299,36,0,0.137572486,5000.0,7,0,0,0,0.0
1,0.0,46,0,0.453041363,6164.0,12,0,3,0,0.0
1,0.284432051,38,0,1.001224365,3266.0,7,0,2,0,2.0
1,0.9999999,26,0,0.129429317,2680.0,1,0,0,0,0.0
1,0.10319484,61,0,0.124745269,6869.0,11,0,0,0,0.0
1,0.3430817,76,0,0.610448243,3100.0,13,0,1,1,0.0
1,0.014342447,84,0,0.080112259,7838.0,7,0,0,0,0.0
1,0.019658738,60,0,0.276516906,8635.0,9,0,1,0,0.0
1,0.792029625,45,0,0.700144428,9000.0,10,0,1,0,0.0
1,0.0497122429999999,61,0,0.189216214,13000.0,8,0,2,0,0.0
1,0.013673871,59,0,0.1982146289999999,10417.0,16,0,1,0,1.0
1,0.311771044,46,0,0.3831666829999999,10300.0,12,0,2,0,2.0
1,1.001458899,34,0,0.2243799269999999,5200.0,9,0,0,0,2.0
1,0.217774612,56,0,0.871947702,5200.0,16,0,3,0,0.0
1,0.0044719109999999,45,0,0.40139965,4000.0,7,0,2,0,2.0
1,0.651375915,48,1,0.297113526,15000.0,10,0,2,0,2.0
1,0.040185068,66,0,0.172007178,3900.0,6,0,0,0,0.0
0,0.75455187,50,1,0.682154457,11083.0,15,0,3,0,1.0
1,0.003468267,46,0,0.185191173,12370.0,5,0,1,0,3.0
1,0.785526444,80,0,0.477805349,3626.0,12,0,0,1,0.0
1,0.986980344,77,0,0.637536246,10000.0,8,0,2,0,0.0
1,0.0169709439999999,64,0,0.140258297,7200.0,7,0,1,0,0.0
1,0.306679159,47,0,0.226449275,9383.0,17,0,2,0,0.0
1,0.05606598,46,0,0.158486793,12000.0,6,0,2,0,1.0
1,0.235601423,75,0,0.220448315,6200.0,5,0,1,0,1.0
1,0.017214705,60,0,0.1160276559999999,7954.0,14,0,1,0,1.0
1,0.079156834,39,0,0.8723266359999999,3085.0,6,0,2,0,0.0
1,0.169240983,48,0,0.221202003,9583.0,9,0,1,0,0.0
1,0.206779322,44,0,0.237587471,3000.0,4,0,0,0,3.0
0,0.387331563,54,0,0.71152547,7400.0,11,0,2,1,1.0
1,0.9999999,26,0,0.266841228,4200.0,4,0,0,0,0.0
1,0.0,25,0,0.204595186,1827.0,2,0,0,0,0.0
1,0.221556886,25,0,0.001356239,2211.0,1,0,0,0,0.0
1,0.0,39,0,0.352274621,6000.0,8,0,1,0,3.0
1,0.7310030120000001,40,0,0.416867747,8702.0,12,0,1,0,2.0
1,0.310823837,43,2,0.629767176,7000.0,13,0,2,0,1.0
1,0.1262633,40,0,0.6822192420000001,14166.0,10,0,2,0,2.0
1,0.160785386,72,0,0.03948026,4001.0,4,0,0,0,0.0
1,0.000580626,47,0,0.415814588,4400.0,6,0,1,0,3.0
1,0.003100937,34,0,0.5553185820000001,3750.0,7,0,2,0,0.0
1,0.026417428,68,0,0.117492788,7625.0,11,0,0,0,1.0
1,0.029514934,56,0,0.165833578,3400.0,19,0,0,0,0.0
1,0.0057260969999999,29,0,0.166908563,6200.0,11,0,0,0,2.0
1,1.0131209,28,1,0.023708343,4470.0,3,0,0,0,0.0
1,0.253194936,40,0,1.768718063,4500.0,7,0,2,0,0.0
1,0.08485025,63,0,0.013596374,3750.0,5,0,0,0,0.0
1,0.269640108,35,0,0.420441921,8100.0,12,0,2,0,0.0
1,0.0,42,0,0.274788703,4850.0,6,0,1,0,3.0
1,0.3832335329999999,51,0,0.000333311,15000.0,2,0,0,0,1.0
1,0.5364854960000001,33,0,0.8615309609999999,2050.0,10,0,0,0,1.0
1,0.244219028,60,0,0.206026131,11250.0,12,0,1,0,2.0
1,0.0,42,0,1.544712846,6250.0,13,0,2,0,3.0
1,0.265952582,27,0,0.094332656,10833.0,10,0,0,0,1.0
1,0.058941059,28,0,0.080894383,5500.0,4,0,0,0,0.0
1,0.048822937,50,0,0.10852982,5767.0,8,0,1,0,1.0
1,0.0,36,0,0.909418116,5000.0,11,0,2,0,0.0
1,0.0704234109999999,59,0,0.505887581,4500.0,13,0,2,0,1.0
1,0.017499721,65,0,0.013140354,5250.0,4,0,0,0,3.0
1,0.4260326379999999,40,1,0.43262575,4333.0,11,1,2,1,2.0
1,0.420257328,41,0,0.431928012,6000.0,8,0,2,0,2.0
1,0.65017091,35,0,0.5870108239999999,1200.0,4,0,0,0,2.0
1,0.544361269,55,0,0.309274424,5250.0,12,0,1,0,0.0
1,0.104867939,76,0,0.384270781,2008.0,13,0,0,0,0.0
1,0.900919947,38,0,0.345231846,5714.0,8,0,0,0,3.0
1,0.017940649,36,0,0.4857856920000001,3200.0,6,0,1,0,3.0
1,0.285621399,64,0,0.140276121,5866.0,7,0,0,0,0.0
1,0.7035309790000001,40,0,0.033918837,1650.0,3,0,0,0,0.0
1,0.09022416,44,0,0.27253946,12100.0,21,0,2,0,0.0
1,0.5483615479999999,53,0,0.368415627,9700.0,14,0,3,0,0.0
1,0.056796214,30,0,0.197663551,4279.0,6,0,1,0,0.0
1,0.835311508,31,1,0.332527053,7854.0,9,0,1,0,0.0
1,0.923025658,28,0,0.252044835,3300.0,7,0,0,0,0.0
0,0.98760248,30,1,2.119850187,800.0,7,0,2,0,0.0
1,0.336294447,32,0,0.7504665420000001,3750.0,11,0,2,0,0.0
1,0.52505486,35,0,0.5353775829999999,10500.0,14,0,2,0,1.0
1,0.021660004,49,0,0.2226369819999999,7500.0,14,0,2,0,0.0
1,0.376186784,63,0,0.1843411139999999,5440.0,6,0,0,0,1.0
1,0.333727883,52,0,0.334738041,8779.0,8,0,1,0,1.0
1,0.02029797,70,0,0.003921569,2804.0,1,0,0,0,1.0
1,0.272164368,52,0,0.1958505189999999,8000.0,8,0,0,0,2.0
1,0.8551908020000001,27,2,0.292715232,4529.0,8,0,0,0,0.0
1,1.109862672,56,0,0.111349036,1400.0,1,1,0,1,0.0
1,0.282339708,47,0,0.388477366,3644.0,6,0,1,0,0.0
1,0.574309439,33,0,0.555166375,5138.0,7,0,2,0,0.0
1,1.99867586,34,0,0.202141407,10833.0,7,0,0,0,0.0
1,0.01160605,74,0,0.00933126,4500.0,21,0,0,0,1.0
1,0.182945279,37,1,0.5140845070000001,2555.0,13,0,1,0,0.0
1,0.380058212,73,0,0.4658183629999999,4007.0,18,0,1,0,0.0
1,0.93352403,61,0,0.3801127070000001,5500.0,9,0,1,0,0.0
1,0.104415577,47,0,0.027153322,7917.0,6,0,0,0,0.0
1,0.947080464,34,1,0.5059367579999999,8000.0,6,0,2,0,2.0
1,0.132721527,40,0,0.510034904,6875.0,12,0,1,0,0.0
1,0.006456381,84,0,0.002352249,3400.0,10,0,0,0,1.0
1,0.058357112,45,0,0.052490627,5600.0,8,0,0,0,2.0
1,0.563142965,38,0,0.24625075,6667.0,7,0,0,0,0.0
1,0.01699306,73,0,0.269474638,4415.0,13,0,2,0,0.0
1,0.39122145,51,0,0.324732973,7208.0,6,0,2,0,0.0
1,0.105643772,69,0,0.266530508,3916.0,10,0,1,0,0.0
1,0.601609658,37,0,0.29054975,4401.0,6,0,0,0,0.0
1,0.000649984,53,0,0.211466165,5319.0,6,0,1,0,1.0
0,0.703338392,64,2,1.250323057,5416.0,6,0,2,1,0.0
1,0.000503339,34,0,0.234215886,5400.0,11,0,1,1,2.0
1,0.904852121,48,1,0.4456220039999999,3962.0,15,0,2,0,0.0
1,0.892509953,35,1,0.180995475,6850.0,6,0,0,0,2.0
1,0.0,43,0,0.11160654,7400.0,14,0,1,0,1.0
1,0.329527589,31,1,0.182891426,15500.0,12,0,2,0,3.0
1,0.1320181319999999,36,0,0.091941256,8102.0,8,0,1,0,1.0
1,0.064836086,52,0,0.3431473579999999,6792.0,10,0,2,0,1.0
1,0.289671033,41,0,0.557926829,2623.0,2,0,1,0,2.0
1,0.958146705,50,0,0.568652437,9416.0,10,0,1,0,0.0
1,0.020965501,48,0,0.366922456,9903.0,9,0,1,0,2.0
1,0.125262025,33,0,0.7242196759999999,2530.0,7,0,1,0,2.0
1,0.227070378,58,0,0.422001442,12480.0,12,0,3,0,3.0
0,0.031411992,49,0,0.357366444,9583.0,9,0,2,0,0.0
1,0.092752224,36,0,17.62376238,100.0,6,0,1,0,1.0
1,0.887587488,23,0,0.302158273,2084.0,5,0,0,0,0.0
1,0.000431639,75,0,0.3670143420000001,6135.0,7,0,2,0,1.0
1,0.03158196,65,0,0.241821743,10209.0,12,0,2,0,1.0
1,0.039753062,61,0,0.085336538,6655.0,7,0,2,0,0.0
1,1.019561277,38,0,0.290966689,10416.0,6,0,1,0,0.0
1,0.054599906,62,0,0.2043840689999999,6477.0,8,0,1,0,0.0
1,0.204718113,29,1,0.309326815,5317.0,5,0,1,0,2.0
1,0.0,36,0,0.241105354,5789.0,9,0,1,0,0.0
1,0.028261104,41,0,0.351587215,9166.0,8,0,3,0,0.0
1,0.484552615,25,2,0.088184488,11577.0,12,0,1,0,0.0
1,0.024834619,72,0,0.003333016,10500.0,10,0,0,0,0.0
1,0.020484228,62,0,0.439454691,9975.0,5,0,1,0,0.0
0,0.006753403,52,0,0.259657143,8749.0,15,0,1,0,0.0
1,0.597302671,51,0,0.312645462,11600.0,5,0,2,0,3.0
1,0.014483816,60,0,0.4864316039999999,5416.0,21,0,1,0,1.0
1,0.003921499,80,0,0.001333037,4500.0,4,0,0,0,0.0
1,0.9999999,68,0,0.195853388,2700.0,7,0,0,0,2.0
1,0.206933911,37,0,0.296289175,5200.0,11,0,1,0,0.0
1,0.5909823679999999,77,0,2.385026738,560.0,10,0,1,0,1.0
1,0.409423345,54,0,0.297693797,17040.0,11,0,3,0,3.0
1,0.032647544,79,0,0.016994335,3000.0,9,0,0,0,1.0
1,0.950238582,47,0,0.237487537,5014.0,7,1,0,0,2.0
0,0.553047404,26,0,0.815884477,3600.0,9,0,1,0,0.0
1,0.3214022139999999,62,1,1.140964759,4000.0,20,0,2,0,0.0
1,0.255598149,63,0,0.310210582,5650.0,8,0,1,0,0.0
1,0.028097572,62,0,0.07717352,8292.0,10,0,0,0,0.0
1,0.7290541890000001,62,0,0.039988892,3600.0,4,0,0,0,0.0
1,0.446278069,67,0,0.326833658,6666.0,10,0,1,0,1.0
1,0.022647788,69,0,0.361837767,9097.0,11,0,1,0,0.0
1,0.961121555,40,2,0.336224055,7033.0,14,0,1,0,1.0
1,0.0,55,0,0.0037587259999999,5586.0,4,0,0,0,0.0
1,0.332889481,24,0,0.004372267,1600.0,1,0,0,0,1.0
1,0.839618355,35,0,0.084915085,1000.0,3,0,0,0,0.0
1,0.000166639,62,0,0.6106946529999999,2000.0,7,1,1,1,1.0
1,0.788011157,36,0,0.258359873,5023.0,6,0,0,0,2.0
1,0.53387729,43,0,0.450186027,7256.0,12,0,2,0,2.0
1,0.306229106,54,0,0.719712115,2500.0,10,0,1,0,0.0
1,0.013228538,45,0,0.325152578,7700.0,7,0,1,0,2.0
0,0.081323514,56,0,0.411291904,5100.0,11,1,2,0,0.0
1,0.020545787,73,0,0.374156461,4000.0,6,0,1,0,0.0
1,0.9999999,55,0,0.760068552,3500.0,7,0,1,0,2.0
1,0.01038638,79,0,0.385124905,5283.0,7,0,1,0,0.0
1,0.023314672,48,0,0.1446333169999999,10294.0,14,0,1,0,1.0
1,0.35010674,46,1,0.3342467839999999,13136.0,17,0,2,0,0.0
0,0.148477639,46,0,0.542531918,6500.0,11,0,2,0,2.0
1,0.016118843,38,0,0.1247501,2500.0,12,0,0,0,1.0
1,0.5426600739999999,44,0,0.331213696,16354.0,14,0,3,0,1.0
1,0.080566212,50,1,0.180374768,6990.0,11,0,1,0,0.0
1,0.18046705,47,0,0.23081243,10683.0,5,0,1,0,2.0
1,0.0,65,0,0.0,9538.0,4,0,0,0,0.0
1,0.086288228,49,0,1.512278698,1750.0,7,0,2,0,1.0
1,0.025841425,75,0,0.206643931,7916.0,6,0,1,0,0.0
1,0.001699972,61,0,0.363256785,9100.0,9,0,2,0,1.0
1,0.0,70,0,0.0,3848.0,4,0,0,0,0.0
1,0.901341837,59,0,0.590052751,6634.0,13,0,1,0,1.0
1,0.019642175,52,0,0.480835664,6078.0,18,0,1,0,1.0
1,0.122165573,80,0,0.01489851,10000.0,4,0,0,0,1.0
1,0.20012058,67,0,0.075723237,7500.0,9,0,0,0,0.0
1,0.013433455,70,0,0.006662225,1500.0,2,0,0,0,1.0
1,0.082266737,54,0,0.447029571,11260.0,21,1,3,0,1.0
1,0.001144083,68,0,0.214620431,3200.0,9,0,0,0,0.0
0,0.927563604,42,0,0.3099182219999999,9537.0,7,0,2,0,2.0
1,0.9999999,29,0,0.451110192,7250.0,6,0,3,0,0.0
1,0.7548446129999999,52,2,0.365646774,3300.0,11,0,0,0,0.0
1,0.036305988,38,0,0.554178329,2500.0,10,0,1,0,0.0
1,0.035166773,54,0,0.004885123,13100.0,6,0,0,0,2.0
0,0.324031653,29,1,0.053654024,1080.0,4,1,0,0,0.0
1,0.3938002820000001,38,0,0.613969608,3750.0,7,0,1,0,1.0
1,0.011717835,57,0,0.071142476,5242.0,8,0,0,0,0.0
1,0.97471332,61,0,0.481693067,3850.0,5,0,1,0,0.0
1,0.0916005,39,0,0.051199657,4667.0,12,0,0,0,2.0
1,0.386479384,32,0,0.5046238439999999,4000.0,9,0,2,0,1.0
1,0.001999909,68,0,0.182084777,3750.0,10,0,1,0,0.0
1,0.589089793,35,0,0.421426619,3658.0,6,0,0,0,1.0
1,0.022027942,65,0,0.003701165,7294.0,5,0,0,0,0.0
1,0.862219035,63,0,0.228054995,10400.0,7,0,0,0,0.0
1,0.0709219859999999,57,0,0.401910687,4500.0,21,0,1,0,0.0
1,0.323795683,59,0,0.406207687,9600.0,19,0,3,0,2.0
1,0.0410636729999999,70,0,0.008831717,10416.0,6,0,0,0,0.0
1,0.0,62,0,1.137889688,1667.0,6,0,2,0,0.0
1,0.228583396,59,0,1.470951792,2426.0,20,0,3,0,0.0
1,0.7239003159999999,38,0,0.036987877,11300.0,4,0,0,0,1.0
1,0.9999999,52,0,0.6279457270000001,4200.0,5,0,1,0,1.0
1,0.2288674789999999,38,0,0.004145658,8924.0,6,0,0,0,2.0
1,0.506999916,67,0,0.490175531,7633.0,13,0,1,0,1.0
1,0.1073295669999999,78,0,0.041635838,14866.0,11,0,1,0,0.0
1,0.12041137,47,0,0.054630247,1500.0,6,0,0,0,3.0
1,0.182188118,58,0,0.0689340329999999,4380.0,5,0,0,0,0.0
1,0.096726038,52,0,0.360813929,14300.0,7,0,3,0,2.0
1,0.310084826,39,0,0.237138143,6666.0,5,0,1,0,0.0
1,0.023778457,62,0,0.214560983,9600.0,9,0,1,1,0.0
1,0.910508949,46,1,0.893410659,10000.0,8,0,3,0,3.0
1,0.0,60,0,0.0,7391.0,3,0,0,0,0.0
1,0.6829490020000001,52,0,1.730423192,3000.0,11,0,0,0,0.0
1,0.9999999,68,0,0.480561555,8333.0,6,0,2,0,1.0
1,0.22752971,33,0,0.165497687,6700.0,6,0,0,0,1.0
1,0.104154978,38,0,0.54535539,5500.0,4,0,2,0,0.0
1,0.014774631,55,0,0.182642487,16983.0,6,0,1,0,3.0
1,0.059382005,51,0,0.1992196289999999,13326.0,9,0,1,0,0.0
1,0.834606616,31,0,0.320417587,4980.0,7,0,0,0,0.0
1,0.104081553,62,1,0.834481226,4500.0,11,0,2,0,0.0
1,0.157667153,70,0,0.210307852,2890.0,9,0,0,0,1.0
1,0.004610309,78,0,0.229474353,12593.0,12,0,2,0,1.0
1,0.216654335,38,0,0.285988484,2083.0,4,0,0,0,0.0
1,0.157858672,43,0,0.24573136,7027.0,9,0,1,0,2.0
1,0.044941443,71,0,0.208721011,7200.0,8,0,1,0,0.0
1,0.429823479,29,0,0.668612192,3083.0,4,0,1,0,0.0
1,0.149015955,49,1,0.152534701,6627.0,11,0,1,0,0.0
1,0.0305408129999999,61,0,0.00999863,7300.0,14,0,0,0,2.0
1,0.953060146,34,0,0.204545455,2375.0,10,0,0,0,2.0
1,0.168230661,47,1,0.6248579870000001,4400.0,11,0,1,0,0.0
1,0.01189612,75,0,0.009942334,5028.0,12,0,1,0,0.0
1,0.451438181,60,0,0.748898678,5220.0,16,0,2,0,0.0
1,0.1630504509999999,45,0,0.49887778,4900.0,7,0,3,0,0.0
1,0.3779839,41,0,0.8032300590000001,3033.0,6,0,1,0,3.0
1,0.0801020809999999,71,0,0.015330778,6000.0,2,0,0,0,1.0
1,0.9999999,27,0,0.338028169,567.0,1,1,0,0,0.0
1,0.871863663,50,1,0.6372953379999999,8000.0,6,1,2,1,0.0
1,0.242481732,73,0,1.027420737,3500.0,21,0,2,0,2.0
1,0.015224305,51,0,0.01445709,3250.0,6,0,0,0,0.0
1,0.215798466,61,0,0.893155695,3827.0,15,0,2,0,0.0
1,0.9999999,37,0,0.077200807,9416.0,3,0,0,0,0.0
1,0.175832405,50,0,0.111987099,5580.0,6,0,0,0,2.0
1,0.0270135779999999,33,0,0.439697717,6483.0,8,0,1,0,0.0
1,0.1105491119999999,33,0,0.3374616520000001,8800.0,7,0,2,0,1.0
1,0.0309911189999999,61,0,0.2250599519999999,8339.0,14,0,1,0,1.0
1,0.9999999,58,0,0.3936816520000001,3291.0,8,0,0,0,0.0
1,0.036507131,75,0,0.249797054,8622.0,9,0,2,0,0.0
1,0.181978591,76,0,0.594501718,3200.0,5,0,1,0,0.0
1,0.022624743,68,0,0.18047744,8000.0,15,0,1,0,0.0
1,0.03199383,56,0,0.1931503939999999,4700.0,7,0,0,0,1.0
1,0.228191271,66,0,0.3164269489999999,5283.0,9,0,0,0,1.0
1,0.8654230509999999,48,0,0.0758483029999999,500.0,1,0,0,0,0.0
1,0.023052918,68,0,0.275059996,5416.0,7,0,1,0,0.0
1,0.607859804,43,0,0.217580677,5050.0,4,0,0,0,1.0
1,0.0843332659999999,61,0,0.024010383,1540.0,3,0,0,0,0.0
1,0.013506635,63,0,0.130716958,13096.0,13,0,2,0,0.0
1,0.175788682,40,0,0.400145441,11000.0,9,0,1,0,2.0
1,0.015118699,76,0,0.170523041,5142.0,10,0,1,0,1.0
1,0.019928876,67,0,0.304941305,3662.0,8,0,2,0,0.0
1,0.290551209,63,1,0.231137898,13770.0,12,0,2,0,2.0
1,0.012139056,66,0,0.018930809,7500.0,20,0,0,0,0.0
1,0.0,39,1,0.431613677,3333.0,9,0,1,0,0.0
1,0.474872191,50,1,1.514330149,4500.0,16,0,3,1,0.0
1,0.0,30,0,0.46199016,6300.0,7,0,1,0,0.0
1,0.0,45,0,0.055833152,9205.0,6,0,0,0,2.0
1,0.926549198,30,0,1.053981107,740.0,9,0,0,0,0.0
1,0.172606533,50,0,1.544908919,9496.0,15,0,1,0,1.0
1,0.343803306,27,0,0.178486435,2100.0,3,0,0,0,0.0
1,1.016598893,63,0,0.0718962029999999,8400.0,3,1,0,0,0.0
1,0.033332099,41,0,0.223296117,6000.0,6,0,2,0,1.0
1,0.139638238,58,0,0.018195896,5165.0,2,0,0,0,2.0
0,0.028823555,49,2,0.510572037,6100.0,14,0,2,0,0.0
1,0.087757789,59,0,0.321544569,11083.0,7,0,2,0,2.0
1,0.894026333,43,0,0.1260971,9000.0,4,0,0,0,0.0
1,0.0108402839999999,58,1,0.285838496,9200.0,8,0,2,0,1.0
1,0.055392014,69,0,0.018686074,5083.0,3,0,0,0,0.0
1,0.017666027,66,0,0.445234708,702.0,18,0,0,0,0.0
1,0.5433003129999999,86,0,0.494457831,6224.0,15,0,2,0,0.0
1,0.0,54,0,0.154569892,4463.0,5,0,1,0,1.0
1,0.03172311,63,0,0.01118608,5631.0,8,0,0,0,0.0
0,0.423628819,42,0,0.446476469,4100.0,7,0,1,0,0.0
1,0.098965603,65,0,0.053591216,9926.0,6,0,0,0,0.0
1,0.7917996979999999,34,0,0.818931135,3760.0,11,0,2,0,1.0
1,0.023533789,26,0,0.1128237719999999,6292.0,7,0,0,0,0.0
1,0.002838505,57,1,0.307639367,4358.0,17,0,2,0,0.0
1,0.328192583,34,1,0.117072335,5833.0,15,0,0,0,0.0
1,0.133592557,33,0,0.089370177,4016.0,5,0,0,0,2.0
1,0.974156431,57,0,1.003827507,3918.0,11,0,1,0,0.0
1,0.285942811,41,0,0.095048789,2766.0,5,0,1,0,0.0
1,0.031281929,62,0,0.005302096,8109.0,10,0,0,0,1.0
1,0.45996108,57,0,0.637191735,4500.0,11,0,1,0,1.0
1,0.416487235,26,0,1.112359551,800.0,7,0,1,0,0.0
0,0.049967339,59,0,0.033861621,14322.0,15,0,0,0,0.0
1,0.425681055,56,0,0.19246646,3875.0,7,0,0,0,1.0
1,0.354071462,43,0,0.34157862,8044.0,15,0,1,0,1.0
1,0.006624677,71,0,0.000695618,10062.0,5,0,0,0,0.0
1,0.0,45,0,0.154099778,18500.0,6,0,1,0,3.0
1,0.390171477,63,0,0.3129116839999999,15636.0,13,0,1,0,1.0
1,0.546708791,54,0,0.310278393,10380.0,17,0,2,0,2.0
1,0.325496235,61,0,0.530377668,4262.0,5,0,1,0,1.0
1,0.133688867,49,0,0.093522183,4800.0,7,0,0,0,2.0
1,0.042921612,65,0,0.267033432,2362.0,7,0,0,0,0.0
1,0.015011975,31,0,0.081983603,5000.0,5,1,0,0,3.0
1,0.05081326,53,0,0.496400411,5833.0,5,0,1,0,2.0
1,0.00323151,74,0,9.52e-05,10500.0,2,0,0,0,0.0
1,0.040534267,44,0,0.151649943,9666.0,7,0,2,0,3.0
1,0.2750302069999999,37,0,0.647936787,3416.0,6,0,1,0,2.0
1,0.232875173,32,0,0.599880024,3333.0,8,0,1,0,0.0
1,0.014919801,57,0,0.10864,12499.0,5,0,1,0,0.0
1,0.0154278989999999,73,0,0.011149558,2600.0,10,0,0,0,0.0
1,0.056941779,68,0,0.006306385,11416.0,3,0,0,0,0.0
1,0.0852166319999999,72,0,0.235944022,4072.0,4,0,1,0,0.0
1,0.0,66,0,0.088192018,10873.0,8,0,0,0,1.0
1,0.0,22,0,0.0,0.0,1,0,0,0,0.0
1,0.058288745,55,0,0.049495875,12000.0,11,0,1,0,2.0
1,0.094212083,46,0,0.343731254,5000.0,4,0,1,0,0.0
1,0.050220972,76,0,0.008878128,3716.0,4,0,0,0,0.0
1,0.446547587,26,0,0.00599952,8333.0,2,0,0,0,0.0
1,0.4343841129999999,31,0,0.135601011,4350.0,4,0,1,0,0.0
1,0.0,33,0,0.097067398,5830.0,4,0,0,0,0.0
1,0.0,79,0,0.000499938,8000.0,7,0,0,0,1.0
1,0.2335302139999999,22,0,0.0161290319999999,929.0,3,0,0,0,0.0
1,0.239835983,43,0,0.3438924889999999,8333.0,9,0,2,0,3.0
1,0.8784494509999999,63,0,0.301435407,5433.0,6,0,2,0,0.0
1,0.137590215,53,0,0.148098768,18750.0,8,0,2,0,1.0
1,0.145739513,63,0,0.18519357,4416.0,10,0,1,0,0.0
1,0.143658686,42,0,0.401813092,7500.0,6,0,1,0,2.0
1,0.057606759,51,0,0.301532613,8416.0,16,0,1,0,0.0
1,0.040239992,47,0,0.156351792,7367.0,4,0,1,0,1.0
1,0.9999999,27,0,0.385620915,2600.0,4,0,0,0,1.0
1,0.5867413260000001,61,0,0.321691176,5983.0,4,0,1,0,0.0
1,0.0,29,0,0.046520569,2600.0,2,0,0,0,0.0
1,0.653205151,54,1,0.257359748,5400.0,7,0,1,0,1.0
1,0.0,52,0,0.0,5200.0,1,0,0,0,0.0
1,0.138170032,60,0,0.3917792999999999,5400.0,8,0,2,0,0.0
